LVA,DEU
LTU,DEU
MEX,DEU
NLD,DEU
NZL,DEU
NOR,DEU
POL,DEU
PRT,DEU
RUS,DEU
SGP,DEU
SVK,DEU
SVN,DEU
ZAF,DEU
KOR,DEU
ESP,DEU
SWE,DEU
CHE,DEU
TUR,DEU
GBR,DEU
USA,DEU
ARG,DNK
AUS,DNK
AUT,DNK
BEL,DNK
CAN,DNK
CHL,DNK
CHN,DNK
COL,DNK
CZE,DNK
DNK,DNK
EST,DNK
FIN,DNK
FRA,DNK
DEU,DNK
GRC,DNK
HUN,DNK
ISL,DNK
IRL,DNK
ISR,DNK
ITA,DNK
JPN,DNK
LVA,DNK
LTU,DNK
MEX,DNK
NLD,DNK
NZL,DNK
NOR,DNK
POL,DNK
PRT,DNK
RUS,DNK
SGP,DNK
SVK,DNK
SVN,DNK
ZAF,DNK
KOR,DNK
ESP,DNK
SWE,DNK
CHE,DNK
TUR,DNK
GBR,DNK
USA,DNK
ARG,ESP
AUS,ESP
AUT,ESP
BEL,ESP
CAN,ESP
CHL,ESP
CHN,ESP
COL,ESP
CZE,ESP
DNK,ESP
EST,ESP
FIN,ESP
FRA,ESP
DEU,ESP
GRC,ESP
HUN,ESP
ISL,ESP
IRL,ESP
ISR,ESP
ITA,ESP
JPN,ESP
LVA,ESP
LTU,ESP
MEX,ESP
NLD,ESP
NZL,ESP
NOR,ESP
POL,ESP
PRT,ESP
RUS,ESP
SGP,ESP
SVK,ESP
SVN,ESP
ZAF,ESP
KOR,ESP
ESP,ESP
SWE,ESP
CHE,ESP
TUR,ESP
GBR,ESP
USA,ESP
ARG,EST
AUS,EST
AUT,EST
BEL,EST
CAN,EST
CHL,EST
CHN,EST
COL,EST
CZE,EST
DNK,EST
EST,EST
FIN,EST
FRA,EST
DEU,EST
GRC,EST
HUN,EST
ISL,EST
IRL,EST
ISR,EST
ITA,EST
JPN,EST
LVA,EST
LTU,EST
MEX,EST
NLD,EST
NZL,EST
NOR,EST
POL,EST
PRT,EST
RUS,EST
SGP,EST
SVK,EST
SVN,EST
ZAF,EST
KOR,EST
ESP,EST
SWE,EST
CHE,EST
TUR,EST
GBR,EST
USA,EST
ARG,FIN
AUS,FIN
AUT,FIN
BEL,FIN
CAN,FIN
CHL,FIN
CHN,FIN
COL,FIN
CZE,FIN
DNK,FIN
EST,FIN
FIN,FIN
FRA,FIN
DEU,FIN
GRC,FIN
HUN,FIN
ISL,FIN
IRL,FIN
ISR,FIN
ITA,FIN
JPN,FIN
LVA,FIN
LTU,FIN
MEX,FIN
NLD,FIN
NZL,FIN
NOR,FIN
POL,FIN
PRT,FIN
RUS,FIN
SGP,FIN
SVK,FIN
SVN,FIN
ZAF,FIN
KOR,FIN
ESP,FIN
SWE,FIN
CHE,FIN
TUR,FIN
GBR,FIN
USA,FIN
ARG,FRA
AUS,FRA
AUT,FRA
BEL,FRA
CAN,FRA
CHL,FRA
CHN,FRA
COL,FRA
CZE,FRA
DNK,FRA
EST,FRA
FIN,FRA
FRA,FRA
DEU,FRA
GRC,FRA
HUN,FRA
ISL,FRA
IRL,FRA
ISR,FRA
ITA,FRA
JPN,FRA
LVA,FRA
LTU,FRA
MEX,FRA
NLD,FRA
NZL,FRA
NOR,FRA
POL,FRA
PRT,FRA
RUS,FRA
SGP,FRA
SVK,FRA
SVN,FRA
ZAF,FRA
KOR,FRA
ESP,FRA
SWE,FRA
CHE,FRA
TUR,FRA
GBR,FRA
USA,FRA
ARG,GBR
AUS,GBR
AUT,GBR
BEL,GBR
CAN,GBR
CHL,GBR
CHN,GBR
COL,GBR
CZE,GBR
DNK,GBR
EST,GBR
FIN,GBR
FRA,GBR
DEU,GBR
GRC,GBR
HUN,GBR
ISL,GBR
IRL,GBR
ISR,GBR
ITA,GBR
JPN,GBR
LVA,GBR
LTU,GBR
MEX,GBR
NLD,GBR
NZL,GBR
NOR,GBR
POL,GBR
PRT,GBR
RUS,GBR
SGP,GBR
SVK,GBR
SVN,GBR
ZAF,GBR
KOR,GBR
ESP,GBR
SWE,GBR
CHE,GBR
TUR,GBR
GBR,GBR
USA,GBR
ARG,GRC
AUS,GRC
AUT,GRC
BEL,GRC
CAN,GRC
CHL,GRC
CHN,GRC
COL,GRC
CZE,GRC
DNK,GRC
EST,GRC
FIN,GRC
FRA,GRC
DEU,GRC
GRC,GRC
HUN,GRC
ISL,GRC
IRL,GRC
ISR,GRC
ITA,GRC
JPN,GRC
LVA,GRC
LTU,GRC
MEX,GRC
NLD,GRC
NZL,GRC
NOR,GRC
POL,GRC
PRT,GRC
RUS,GRC
SGP,GRC
SVK,GRC
SVN,GRC
ZAF,GRC
KOR,GRC
ESP,GRC
SWE,GRC
CHE,GRC
TUR,GRC
GBR,GRC
USA,GRC
ARG,HUN
AUS,HUN
AUT,HUN
BEL,HUN
CAN,HUN
CHL,HUN
CHN,HUN
COL,HUN
CZE,HUN
DNK,HUN
EST,HUN
FIN,HUN
FRA,HUN
DEU,HUN
GRC,HUN
HUN,HUN
ISL,HUN
IRL,HUN
ISR,HUN
ITA,HUN
JPN,HUN
LVA,HUN
LTU,HUN
MEX,HUN
NLD,HUN
NZL,HUN
NOR,HUN
POL,HUN
PRT,HUN
RUS,HUN
SGP,HUN
SVK,HUN
SVN,HUN
ZAF,HUN
KOR,HUN
ESP,HUN
SWE,HUN
CHE,HUN
TUR,HUN
GBR,HUN
USA,HUN
ARG,IRL
AUS,IRL
AUT,IRL
BEL,IRL
CAN,IRL
CHL,IRL
CHN,IRL
COL,IRL
CZE,IRL
DNK,IRL
EST,IRL
FIN,IRL
FRA,IRL
DEU,IRL
GRC,IRL
HUN,IRL
ISL,IRL
IRL,IRL
ISR,IRL
ITA,IRL
JPN,IRL
LVA,IRL
LTU,IRL
MEX,IRL
NLD,IRL
NZL,IRL
NOR,IRL
POL,IRL
PRT,IRL
RUS,IRL
SGP,IRL
SVK,IRL
SVN,IRL
ZAF,IRL
KOR,IRL
ESP,IRL
SWE,IRL
CHE,IRL
TUR,IRL
GBR,IRL
USA,IRL
ARG,ISL
AUS,ISL
AUT,ISL
BEL,ISL
CAN,ISL
CHL,ISL
CHN,ISL
COL,ISL
CZE,ISL
DNK,ISL
EST,ISL
FIN,ISL
FRA,ISL
DEU,ISL
GRC,ISL
HUN,ISL
ISL,ISL
IRL,ISL
ISR,ISL
ITA,ISL
JPN,ISL
LVA,ISL
LTU,ISL
MEX,ISL
NLD,ISL
NZL,ISL
NOR,ISL
POL,ISL
PRT,ISL
RUS,ISL
SGP,ISL
SVK,ISL
SVN,ISL
ZAF,ISL
KOR,ISL
ESP,ISL
SWE,ISL
CHE,ISL
TUR,ISL
GBR,ISL
USA,ISL
ARG,ISR
AUS,ISR
AUT,ISR
BEL,ISR
CAN,ISR
CHL,ISR
CHN,ISR
COL,ISR
CZE,ISR
DNK,ISR
EST,ISR
FIN,ISR
FRA,ISR
DEU,ISR
GRC,ISR
HUN,ISR
ISL,ISR
IRL,ISR
ISR,ISR
ITA,ISR
JPN,ISR
LVA,ISR
LTU,ISR
MEX,ISR
NLD,ISR
NZL,ISR
NOR,ISR
POL,ISR
PRT,ISR
RUS,ISR
SGP,ISR
SVK,ISR
SVN,ISR
ZAF,ISR
KOR,ISR
ESP,ISR
SWE,ISR
CHE,ISR
TUR,ISR
GBR,ISR
USA,ISR
ARG,ITA
AUS,ITA
AUT,ITA
BEL,ITA
CAN,ITA
CHL,ITA
CHN,ITA
COL,ITA
CZE,ITA
DNK,ITA
EST,ITA
FIN,ITA
FRA,ITA
DEU,ITA
GRC,ITA
HUN,ITA
ISL,ITA
IRL,ITA
ISR,ITA
ITA,ITA
JPN,ITA
LVA,ITA
LTU,ITA
MEX,ITA
NLD,ITA
NZL,ITA
NOR,ITA
POL,ITA
PRT,ITA
RUS,ITA
SGP,ITA
SVK,ITA
SVN,ITA
ZAF,ITA
KOR,ITA
ESP,ITA
SWE,ITA
CHE,ITA
TUR,ITA
GBR,ITA
USA,ITA
ARG,JPN
AUS,JPN
AUT,JPN
BEL,JPN
CAN,JPN
CHL,JPN
CHN,JPN
COL,JPN
CZE,JPN
DNK,JPN
EST,JPN
FIN,JPN
FRA,JPN
DEU,JPN
GRC,JPN
HUN,JPN
ISL,JPN
IRL,JPN
ISR,JPN
ITA,JPN
JPN,JPN
LVA,JPN
LTU,JPN
MEX,JPN
NLD,JPN
NZL,JPN
NOR,JPN
POL,JPN
PRT,JPN
RUS,JPN
SGP,JPN
SVK,JPN
SVN,JPN
ZAF,JPN
KOR,JPN
ESP,JPN
SWE,JPN
CHE,JPN
TUR,JPN
GBR,JPN
USA,JPN
ARG,KOR
AUS,KOR
AUT,KOR
BEL,KOR
CAN,KOR
CHL,KOR
CHN,KOR
COL,KOR
CZE,KOR
DNK,KOR
EST,KOR
FIN,KOR
FRA,KOR
DEU,KOR
GRC,KOR
HUN,KOR
ISL,KOR
IRL,KOR
ISR,KOR
ITA,KOR
JPN,KOR
LVA,KOR
LTU,KOR
MEX,KOR
NLD,KOR
NZL,KOR
NOR,KOR
POL,KOR
PRT,KOR
RUS,KOR
SGP,KOR
SVK,KOR
SVN,KOR
ZAF,KOR
KOR,KOR
ESP,KOR
SWE,KOR
CHE,KOR
TUR,KOR
GBR,KOR
USA,KOR
ARG,LTU
AUS,LTU
AUT,LTU
BEL,LTU
CAN,LTU
CHL,LTU
CHN,LTU
COL,LTU
CZE,LTU
DNK,LTU
EST,LTU
FIN,LTU
FRA,LTU
DEU,LTU
GRC,LTU
HUN,LTU
ISL,LTU
IRL,LTU
ISR,LTU
ITA,LTU
JPN,LTU
LVA,LTU
LTU,LTU
MEX,LTU
NLD,LTU
NZL,LTU
NOR,LTU
POL,LTU
PRT,LTU
RUS,LTU
SGP,LTU
SVK,LTU
SVN,LTU
ZAF,LTU
KOR,LTU
ESP,LTU
SWE,LTU
CHE,LTU
TUR,LTU
GBR,LTU
USA,LTU
ARG,LVA
AUS,LVA
AUT,LVA
BEL,LVA
CAN,LVA
CHL,LVA
CHN,LVA
COL,LVA
CZE,LVA
DNK,LVA
EST,LVA
FIN,LVA
FRA,LVA
DEU,LVA
GRC,LVA
HUN,LVA
ISL,LVA
IRL,LVA
ISR,LVA
ITA,LVA
JPN,LVA
LVA,LVA
LTU,LVA
MEX,LVA
NLD,LVA
NZL,LVA
NOR,LVA
POL,LVA
PRT,LVA
RUS,LVA
SGP,LVA
SVK,LVA
SVN,LVA
ZAF,LVA
KOR,LVA
ESP,LVA
SWE,LVA
CHE,LVA
TUR,LVA
GBR,LVA
USA,LVA
ARG,MEX
AUS,MEX
AUT,MEX
BEL,MEX
CAN,MEX
CHL,MEX
CHN,MEX
COL,MEX
CZE,MEX
DNK,MEX
EST,MEX
FIN,MEX
FRA,MEX
DEU,MEX
GRC,MEX
HUN,MEX
ISL,MEX
IRL,MEX
ISR,MEX
ITA,MEX
JPN,MEX
LVA,MEX
LTU,MEX
MEX,MEX
NLD,MEX
NZL,MEX
NOR,MEX
POL,MEX
PRT,MEX
RUS,MEX
SGP,MEX
SVK,MEX
SVN,MEX
ZAF,MEX
KOR,MEX
ESP,MEX
SWE,MEX
CHE,MEX
TUR,MEX
GBR,MEX
USA,MEX
ARG,NLD
AUS,NLD
AUT,NLD
BEL,NLD
CAN,NLD
CHL,NLD
CHN,NLD
COL,NLD
CZE,NLD
DNK,NLD
EST,NLD
FIN,NLD
FRA,NLD
DEU,NLD
GRC,NLD
HUN,NLD
ISL,NLD
IRL,NLD
ISR,NLD
ITA,NLD
JPN,NLD
LVA,NLD
LTU,NLD
MEX,NLD
NLD,NLD
NZL,NLD
NOR,NLD
POL,NLD
PRT,NLD
RUS,NLD
SGP,NLD
SVK,NLD
SVN,NLD
ZAF,NLD
KOR,NLD
ESP,NLD
SWE,NLD
CHE,NLD
TUR,NLD
GBR,NLD
USA,NLD
ARG,NOR
AUS,NOR
AUT,NOR
BEL,NOR
CAN,NOR
CHL,NOR
CHN,NOR
COL,NOR
CZE,NOR
DNK,NOR
EST,NOR
FIN,NOR
FRA,NOR
DEU,NOR
GRC,NOR
HUN,NOR
ISL,NOR
IRL,NOR
ISR,NOR
ITA,NOR
JPN,NOR
LVA,NOR
LTU,NOR
MEX,NOR
NLD,NOR
NZL,NOR
NOR,NOR
POL,NOR
PRT,NOR
RUS,NOR
SGP,NOR
SVK,NOR
SVN,NOR
ZAF,NOR
KOR,NOR
ESP,NOR
SWE,NOR
CHE,NOR
TUR,NOR
GBR,NOR
USA,NOR
ARG,NZL
AUS,NZL
AUT,NZL
BEL,NZL
CAN,NZL
CHL,NZL
CHN,NZL
COL,NZL
CZE,NZL
DNK,NZL
EST,NZL
FIN,NZL
FRA,NZL
DEU,NZL
GRC,NZL
HUN,NZL
ISL,NZL
IRL,NZL
ISR,NZL
ITA,NZL
JPN,NZL
LVA,NZL
LTU,NZL
MEX,NZL
NLD,NZL
NZL,NZL
NOR,NZL
POL,NZL
PRT,NZL
RUS,NZL
SGP,NZL
SVK,NZL
SVN,NZL
ZAF,NZL
KOR,NZL
ESP,NZL
SWE,NZL
CHE,NZL
TUR,NZL
GBR,NZL
USA,NZL
ARG,POL
AUS,POL
AUT,POL
BEL,POL
CAN,POL
CHL,POL
CHN,POL
COL,POL
CZE,POL
DNK,POL
EST,POL
FIN,POL
FRA,POL
DEU,POL
GRC,POL
HUN,POL
ISL,POL
IRL,POL
ISR,POL
ITA,POL
JPN,POL
LVA,POL
LTU,POL
MEX,POL
NLD,POL
NZL,POL
NOR,POL
POL,POL
PRT,POL
RUS,POL
SGP,POL
SVK,POL
SVN,POL
ZAF,POL
KOR,POL
ESP,POL
SWE,POL
CHE,POL
TUR,POL
GBR,POL
USA,POL
ARG,PRT
AUS,PRT
AUT,PRT
BEL,PRT
CAN,PRT
CHL,PRT
CHN,PRT
COL,PRT
CZE,PRT
DNK,PRT
EST,PRT
FIN,PRT
FRA,PRT
DEU,PRT
GRC,PRT
HUN,PRT
ISL,PRT
IRL,PRT
ISR,PRT
ITA,PRT
JPN,PRT
LVA,PRT
LTU,PRT
MEX,PRT
NLD,PRT
NZL,PRT
NOR,PRT
POL,PRT
PRT,PRT
RUS,PRT
SGP,PRT
SVK,PRT
SVN,PRT
ZAF,PRT
KOR,PRT
ESP,PRT
SWE,PRT
CHE,PRT
TUR,PRT
GBR,PRT
USA,PRT
ARG,RUS
AUS,RUS
AUT,RUS
BEL,RUS
CAN,RUS
CHL,RUS
CHN,RUS
COL,RUS
CZE,RUS
DNK,RUS
EST,RUS
FIN,RUS
FRA,RUS
DEU,RUS
GRC,RUS
HUN,RUS
ISL,RUS
IRL,RUS
ISR,RUS
ITA,RUS
JPN,RUS
LVA,RUS
LTU,RUS
MEX,RUS
NLD,RUS
NZL,RUS
NOR,RUS
POL,RUS
PRT,RUS
RUS,RUS
SGP,RUS
SVK,RUS
SVN,RUS
ZAF,RUS
KOR,RUS
ESP,RUS
SWE,RUS
CHE,RUS
TUR,RUS
GBR,RUS
USA,RUS
ARG,SGP
AUS,SGP
AUT,SGP
BEL,SGP
CAN,SGP
CHL,SGP
CHN,SGP
COL,SGP
CZE,SGP
DNK,SGP
EST,SGP
FIN,SGP
FRA,SGP
DEU,SGP
GRC,SGP
HUN,SGP
ISL,SGP
IRL,SGP
ISR,SGP
ITA,SGP
JPN,SGP
LVA,SGP
LTU,SGP
MEX,SGP
NLD,SGP
NZL,SGP
NOR,SGP
POL,SGP
PRT,SGP
RUS,SGP
SGP,SGP
SVK,SGP
SVN,SGP
ZAF,SGP
KOR,SGP
ESP,SGP
SWE,SGP
CHE,SGP
TUR,SGP
GBR,SGP
USA,SGP
ARG,SVK
AUS,SVK
AUT,SVK
BEL,SVK
CAN,SVK
CHL,SVK
CHN,SVK
COL,SVK
CZE,SVK
DNK,SVK
EST,SVK
FIN,SVK
FRA,SVK
DEU,SVK
GRC,SVK
HUN,SVK
ISL,SVK
IRL,SVK
ISR,SVK
ITA,SVK
JPN,SVK
LVA,SVK
LTU,SVK
MEX,SVK
NLD,SVK
NZL,SVK
NOR,SVK
POL,SVK
PRT,SVK
RUS,SVK
SGP,SVK
SVK,SVK
SVN,SVK
ZAF,SVK
KOR,SVK
ESP,SVK
SWE,SVK
CHE,SVK
TUR,SVK
GBR,SVK
USA,SVK
ARG,SVN
AUS,SVN
AUT,SVN
BEL,SVN
CAN,SVN
CHL,SVN
CHN,SVN
COL,SVN
CZE,SVN
DNK,SVN
EST,SVN
FIN,SVN
FRA,SVN
DEU,SVN
GRC,SVN
HUN,SVN
ISL,SVN
IRL,SVN
ISR,SVN
ITA,SVN
JPN,SVN
LVA,SVN
LTU,SVN
MEX,SVN
NLD,SVN
NZL,SVN
NOR,SVN
POL,SVN
PRT,SVN
RUS,SVN
SGP,SVN
SVK,SVN
SVN,SVN
ZAF,SVN
KOR,SVN
ESP,SVN
SWE,SVN
CHE,SVN
TUR,SVN
GBR,SVN
USA,SVN
ARG,SWE
AUS,SWE
AUT,SWE
BEL,SWE
CAN,SWE
CHL,SWE
CHN,SWE
COL,SWE
CZE,SWE
DNK,SWE
EST,SWE
FIN,SWE
FRA,SWE
DEU,SWE
GRC,SWE
HUN,SWE
ISL,SWE
IRL,SWE
ISR,SWE
ITA,SWE
JPN,SWE
LVA,SWE
LTU,SWE
MEX,SWE
NLD,SWE
NZL,SWE
NOR,SWE
POL,SWE
PRT,SWE
RUS,SWE
SGP,SWE
SVK,SWE
SVN,SWE
ZAF,SWE
KOR,SWE
ESP,SWE
SWE,SWE
CHE,SWE
TUR,SWE
GBR,SWE
USA,SWE
ARG,TUR
AUS,TUR
AUT,TUR
BEL,TUR
CAN,TUR
CHL,TUR
CHN,TUR
COL,TUR
CZE,TUR
DNK,TUR
EST,TUR
FIN,TUR
FRA,TUR
DEU,TUR
GRC,TUR
HUN,TUR
ISL,TUR
IRL,TUR
ISR,TUR
ITA,TUR
JPN,TUR
LVA,TUR
LTU,TUR
MEX,TUR
NLD,TUR
NZL,TUR
NOR,TUR
POL,TUR
PRT,TUR
RUS,TUR
SGP,TUR
SVK,TUR
SVN,TUR
ZAF,TUR
KOR,TUR
ESP,TUR
SWE,TUR
CHE,TUR
TUR,TUR
GBR,TUR
USA,TUR
ARG,USA
AUS,USA
AUT,USA
BEL,USA
CAN,USA
CHL,USA
CHN,USA
COL,USA
CZE,USA
DNK,USA
EST,USA
FIN,USA
FRA,USA
DEU,USA
GRC,USA
HUN,USA
ISL,USA
IRL,USA
ISR,USA
ITA,USA
JPN,USA
LVA,USA
LTU,USA
MEX,USA
NLD,USA
NZL,USA
NOR,USA
POL,USA
PRT,USA
RUS,USA
SGP,USA
SVK,USA
SVN,USA
ZAF,USA
KOR,USA
ESP,USA
SWE,USA
CHE,USA
TUR,USA
GBR,USA
USA,USA
ARG,ZAF
AUS,ZAF
AUT,ZAF
BEL,ZAF
CAN,ZAF
CHL,ZAF
CHN,ZAF
COL,ZAF
CZE,ZAF
DNK,ZAF
EST,ZAF
FIN,ZAF
FRA,ZAF
DEU,ZAF
GRC,ZAF
HUN,ZAF
ISL,ZAF
IRL,ZAF
ISR,ZAF
ITA,ZAF
JPN,ZAF
LVA,ZAF
LTU,ZAF
MEX,ZAF
NLD,ZAF
NZL,ZAF
NOR,ZAF
POL,ZAF
PRT,ZAF
RUS,ZAF
SGP,ZAF
SVK,ZAF
SVN,ZAF
ZAF,ZAF
KOR,ZAF
ESP,ZAF
SWE,ZAF
CHE,ZAF
TUR,ZAF
GBR,ZAF
USA,ZAF
